genres,keywords,original_language,original_title,korean_title,kr_rating,popularity,production_countries,release_date,spoken_languages,vote_average,vote_count
"['Animation', 'Science Fiction', 'Adventure', 'Fantasy', 'Music']","['flying car', 'taxi', 'midnight movie', 'heavy metal', 'based on comic', 'drug use', 'rotoscoping', 'adult animation']",en,Heavy Metal,헤비메탈,,33.429,"['Canada', 'United Kingdom']",1981-08-07,"['English', 'Magyar']",6.474,665
['Drama'],"['charity', 'community service', 'feast', 'reconciliation', 'sect', 'frenchwoman', 'coastal village', 'gourmet', 'french cuisine', 'fine dining', 'generosity', 'gourmet cook', 'sister sister relationship', 'selflessness', 'lottery winner', 'gastronomia', 'piety', 'jutland']",da,Babettes gæstebud,바베트의 만찬,All,30.365,['Denmark'],1987-08-11,"['Dansk', 'Français', 'Magyar', 'svenska']",7.251,378
"['Romance', 'Drama']","['new jersey', 'equality', 'lesbian relationship', 'cancer', 'lesbian']",en,Freeheld,로렐,15,24.544,['United States of America'],2015-10-02,['English'],7.3,629
"['Action', 'Crime', 'Drama', 'Thriller']","['based on novel or book', 'loss of loved one', 'repayment', 'revenge', 'murder', 'gang', 'shootout', 'police officer killed', 'hospital', 'brutality', 'justice', 'hoodlum', 'semiautomatic pistol', 'neo-noir']",en,Death Sentence,데스 센텐스,18,38.137,['United States of America'],2007-08-31,['English'],6.735,1090
"['Drama', 'Fantasy']","['journalist', 'afterlife', 'tsunami']",en,Hereafter,히어애프터,12,26.526,['United States of America'],2010-10-22,"['English', 'Français']",6.1,1594
"['Adventure', 'Animation', 'Drama']","['based on novel or book', 'gore', 'trap', 'anthropomorphism', 'seagull', ""based on children's book"", 'rabbit', 'runt', 'river crossing', 'adult animation', 'journey', 'myth', 'berkshire']",en,Watership Down,워터십 다운,,44.965,['United Kingdom'],1978-10-14,['English'],7.191,594
"['Action', 'Science Fiction']","['superhero', 'giant monster', 'alien', 'alien invasion', 'reboot', 'kaiju', 'kyodai hero', 'ultraman', 'henshin heroes', 'defence team', 'tokusatsu']",ja,シン・ウルトラマン,신 울트라맨,All,41.36,['Japan'],2022-05-13,"['English', '日本語', 'Pусский']",7.1,122
"['Family', 'Animation', 'Comedy', 'Fantasy', 'Adventure']","['sea', 'ocean', 'falsely accused', 'squid', 'live action and animation', 'based on tv series']",en,The SpongeBob SquarePants Movie,보글보글 스폰지밥,All,73.407,['United States of America'],2004-11-14,['English'],7.013,2769
['Horror'],"['dying and death', 'japan', 'primal fear', 'panic', 'restart', 'supernatural', 'egomania', 'remake', 'mysterious', 'sinister', 'ominous']",ja,呪怨,주온,12,28.196,['Japan'],2002-10-18,['日本語'],6.678,753
['Western'],"['samurai', 'katana sword', 'samurai sword', 'train robbery', 'far west', 'asian western']",fr,Soleil Rouge,레드 선,12,29.868,"['France', 'Italy', 'Spain']",1971-09-15,"['Español', 'English', '日本語']",6.939,237
"['Romance', 'Drama', 'Fantasy']","['hotel room', 'bartender', 'new french extremism']",en,Intimacy,정사,18,27.842,"['France', 'Germany', 'United Kingdom']",2001-01-20,['English'],6.304,492
"['Science Fiction', 'Horror']","['based on novel or book', 'san francisco, california', '1970s', 'psychoanalysis', 'alien', 'remake', 'apocalypse', 'alien invasion', 'alien infection', 'epidemic', 'biologist', 'doppelgänger']",en,Invasion of the Body Snatchers,외계의 침입자,,29.41,['United States of America'],1978-12-20,"['English', 'Français']",7.203,1035
"['Comedy', 'Fantasy']","['sexual identity', 'high school', 'friendship', 'jewelry', 'identity', 'gatekeeper', 'shopping mall', 'bullying', 'human body', 'thief', 'crude humor', 'prom', 'curse', 'best friend', 'body-swap', 'popular girl']",en,The Hot Chick,핫 칙,15,45.023,['United States of America'],2002-12-13,['English'],6.354,1940
"['Comedy', 'Adventure', 'Fantasy']","['suicide', 'nightmare', 'therapist', 'paranoia', 'orgasm', 'trauma', 'dark comedy', 'satire', 'surrealism', 'childhood trauma', 'crude humor', 'grief', 'fear', 'maniac', 'birth', 'attic', 'death of mother', 'entrepreneur', 'existentialism', 'anxiety disorder', 'absurdist', 'mother son relationship', 'based on short film', 'anxiety', 'odyssey']",en,Beau Is Afraid,보 이즈 어프레이드,18,32.408,"['Finland', 'United States of America']",2023-04-14,['English'],6.725,894
"['Horror', 'Science Fiction']","['infidelity', 'island', 'identity', 'clone', 'eroticism', 'orgy', 'hallucination', 'surrealism', 'vacation', ""writer's block"", 'drug trip', 'interracial relationship', 'execution', 'humiliation', 'hedonism', 'body horror', 'nepotism']",en,Infinity Pool,인피니티 풀,18,40.858,"['Canada', 'France', 'Hungary', 'United States of America']",2023-01-27,['English'],6.116,674
"['Action', 'Adventure', 'Comedy', 'Drama']","['vietnam war', 'central intelligence agency (cia)', 'airplane', 'drug smuggling', 'refugee camp', 'pilot', 'laos', 'drugs', '1960s']",en,Air America,에어 아메리카,18,21.839,['United States of America'],1990-08-10,"['English', '']",5.802,560
"['Comedy', 'Romance']","['chauffeur', 'sibling relationship', 'paris, france', 'long island, new york', 'fusion', 'millionaire', 'romantic']",en,Sabrina,사브리나,15,25.354,"['Germany', 'United States of America']",1995-12-15,"['English', 'Français']",6.163,598
"['Crime', 'Drama', 'Thriller']","['new york city', 'immigrant', 'husband wife relationship', 'corruption', 'capitalism', 'winter', 'american dream', 'business ethics', 'truck', 'oil', 'lawyer', 'loan shark', 'coat', 'tunnel', '1980s', 'truck hijacking', 'bank loan']",en,A Most Violent Year,모스트 바이어런트,15,29.757,"['United Arab Emirates', 'United States of America']",2014-12-31,"['Español', 'English']",6.608,1369
"['Science Fiction', 'Action', 'Adventure']","['bounty hunter', 'civil war', 'based on comic', 'obesity', 'b movie', 'scientist bar', 'electrical torture', 'pretending to be a prostitute', 'pressure washer', '2010s', 'female bounty hunter', 'hilarious', 'dystopian future']",en,Barb Wire,바브 와이어,,22.126,['United States of America'],1996-05-02,"['Deutsch', 'Français', 'English', '普通话']",3.965,399
"['Horror', 'Action', 'Science Fiction', 'Thriller']","['israel', 'jerusalem, israel', 'demon', 'demonic possession', 'found footage', 'hell on earth', 'entrance to hell']",en,Jeruzalem,예루살렘Z: 좀비와의 전쟁,,27.096,['Israel'],2016-01-22,"['العربية', 'English', 'עִבְרִית']",5.536,570
"['Thriller', 'Action']","['mobster', 'justice', 'retired', 'missing person', 'missing daughter']",en,The Prince,더 프린스,,29.318,"['South Korea', 'United States of America']",2014-08-22,['English'],4.907,473
['Horror'],"['farm', 'small town', 'vampire', 'motel', 'sunlight', 'victim', 'kiss', 'gang leader', 'femme fatale', 'redneck', 'hitchhiker', 'electronic music score', 'exploding car', 'road movie', 'police raid', 'woman director', 'neo-noir', 'nomad', 'vampire clan']",en,Near Dark,죽음의 키스,18,31.112,['United States of America'],1987-10-02,['English'],6.886,712
"['Horror', 'Action', 'Thriller']","['scotland', 'dark comedy', 'wilderness', 'british army', 'full moon', 'grenade', 'forest', 'werewolf', 'soldier', 'survival horror', 'standoff', 'molotov cocktail']",en,Dog Soldiers,도그 솔저스,,32.135,"['Luxembourg', 'United Kingdom', 'United States of America']",2002-05-10,['English'],6.71,825
"['Horror', 'Mystery', 'Thriller']","['nightmare', 'cemetery', 'paranoia', 'minnesota', 'investigation', 'memory loss', 'hospital', 'church', 'police officer', 'psychiatrist', 'satanic cult', 'reverend', '1990s']",en,Regression,리그레션,15,26.97,"['Canada', 'Spain', 'United States of America']",2015-10-01,['English'],5.577,1744
"['Horror', 'Thriller']","['new york city', 'vatican', 'wheelchair', 'exorcism', 'wheelchair user   ', 'possessed', 'scientist', 'demon', 'exorcist']",en,Incarnate,인카네이트,,24.445,['United States of America'],2016-12-01,['English'],5.4,535
['Horror'],"['family secrets', 'murder', 'swimmer', 'ghost', 'xochimilco', 'haunted']",es,Mírame,,,38.642,['Mexico'],2021-08-20,['Español'],6.8,65
"['Drama', 'Thriller']","['japan', 'samurai', 'swordplay', 'gambling', 'sword', 'bodyguard', 'black and white', 'fighting', 'family', 'intrigue', 'ronin', 'criterion', 'jidaigeki', 'revolver', 'edo period', 'feudal japan', '19th century', 'asian western']",ja,用心棒,요짐보,,17.109,['Japan'],1961-04-25,['日本語'],8.107,1372
"['Animation', 'Family']","['hero', 'right and justice', 'fox', 'villain', 'robin hood', 'forest', 'animal as human', 'sherwood forest', 'outlaw', 'teacher', 'thief', 'bear', 'playful', 'romantic', 'whimsical']",en,Robin Hood,로빈 훗,ALL,45.658,['United States of America'],1973-11-08,['English'],7.302,4207
"['Comedy', 'Romance', 'Drama', 'Family', 'Music']","['high school', 'musical', 'coming of age', 'high school student', 'duringcreditsstinger', 'music movie']",en,High School Musical 3: Senior Year,하이 스쿨 뮤지컬: 졸업반,All,27.074,['United States of America'],2008-10-11,['English'],6.565,3385
"['Drama', 'Romance']","['new love', 'based on novel or book', ""love of one's life"", 'retiree', ""alzheimer's disease"", 'pflegen', 'aging', 'love', 'author', 'short-term memory', 'photographic memory']",en,Iris,아이리스,15,34.004,"['United Kingdom', 'United States of America']",2001-12-14,['English'],6.435,186
"['Comedy', 'Action']","['martial arts', 'loss of loved one', 'invulnerability', 'spoof', 'super power', 'evil', 'murder hunt']",en,Kung Pow: Enter the Fist,퓨전 쿵푸,,17.339,['United States of America'],2002-01-25,['English'],6.354,619
"['Comedy', 'Drama', 'Family', 'Romance']","['daughter', 'homeless person', 'paternity', 'rich woman poor man', 'wealth', 'poverty', 'poor', 'helping the poor']",en,Curly Sue,내 사랑 컬리 수,,29.821,['United States of America'],1991-10-25,['English'],6.431,511
"['Comedy', 'Crime']","['competition', 'gangster', 'mayor', 'investigation', 'adversary', 'gang', 'jewel thief']",en,Police Academy 6: City Under Siege,폴리스 아카데미 6,,29.861,['United States of America'],1989-03-09,['English'],5.1,813
"['Family', 'Drama']",[],es,Cosas imposibles,불가능한 것들,,31.542,['Mexico'],2021-06-17,['Español'],8.443,375
"['Action', 'Fantasy']","['new york city', 'superhero', 'spider', 'based on comic', 'super power', 'paramedic', 'superhero team', 'manhattan, new york city', 'clairvoyant', 'teen superhero', 'web', 'origin story', '2000s', 'vision of the future', 'female superhero', 'woke', 'superpower']",en,Madame Web,마담 웹,12,379.763,['United States of America'],2024-02-14,['English'],5.6,1388
"['Horror', 'Thriller', 'Crime']","['nazi', 'sadism', 'blood splatter', 'serial killer', 'police corruption', 'torture', 'pig mask', 'survival horror', 'death of sister', 'death match', 'mind game', 'jigsaw', 'death game']",en,Saw V,쏘우 5,18,44.457,['United States of America'],2008-10-23,['English'],6.17,3365
"['Comedy', 'Action', 'Science Fiction']","['high school', 'superhero', 'anti hero', 'parody', 'dragonfly', 'radioactivity', 'spoof', 'duringcreditsstinger']",en,Superhero Movie,슈퍼히어로,,39.743,['United States of America'],2008-03-28,['English'],5.244,1739
"['Documentary', 'Music']","['pop culture', 'pop singer', 'woman director']",en,Halftime,제니퍼 로페즈: 내 인생의 하프타임,15,21.122,['United States of America'],2022-06-08,['English'],6.847,137
"['Thriller', 'Crime', 'Drama', 'Mystery']","['based on novel or book', 'angry', 'baffled', 'bewildered', 'derogatory', 'disapproving']",en,The Marsh King's Daughter,마쉬왕의 딸,,27.683,['United States of America'],2023-09-28,['English'],6.502,243
"['Comedy', 'Horror', 'Romance']","['voodoo', 'route 66', 'evil doll', 'killer doll', 'serial killer', 'slasher', 'killer toys', 'toy comes to life', 'possessed doll', 'supernatural power']",en,Bride of Chucky,사탄의 인형 4: 처키의 신부,,48.605,['United States of America'],1998-10-16,['English'],6.049,1830
"['Action', 'Drama', 'Thriller']","['assassin', 'mexico', 'war veteran', 'usa–mexico border', 'murder', 'drug cartel', 'farmer', 'dead dog', 'road movie']",en,The Marksman,마크맨,,58.734,['United States of America'],2021-01-15,"['English', 'Español']",6.848,1512
"['Adventure', 'Western']","['based on novel or book', 'loss of loved one', 'rocky mountains', 'survival', 'snow', 'cabin', '19th century', 'mountain man', 'fur trapper', 'blackfoot']",en,Jeremiah Johnson,제레미아 존슨,,33.701,['United States of America'],1972-09-10,['English'],7.297,575
"['Action', 'Drama', 'History', 'War']","['japan', 'samurai', 'army', 'emperor', 'warlord', 'battle', 'impersonation', 'doppelgänger', 'jidaigeki', 'edo period', 'sengoku period', 'feudal lord', 'feudal japan', '16th century']",ja,影武者,카게무샤,12,19.6,"['Japan', 'United States of America']",1980-04-26,['日本語'],7.82,622
"['Science Fiction', 'Horror', 'Thriller']","['space marine', 'flying saucer', 'vampire', 'comet', 'alien', ""halley's comet""]",en,Lifeforce,라이프포스,,32.077,['United Kingdom'],1985-06-21,['English'],6.3,557
['Comedy'],"['loser', 'game show', 'satire', 'music video', 'music spoof']",en,UHF,UHF 전쟁,,40.963,['United States of America'],1989-07-21,['English'],6.655,322
"['Action', 'Animation', 'Comedy']",['anime'],ja,ワンピース the movie オマツリ男爵と秘密の島,원피스 극장판 6기: 오마츠리 남작과 비밀의 섬,12,40.601,['Japan'],2005-03-05,['日本語'],7.2,196
"['Animation', 'Adventure', 'Action', 'Comedy', 'Science Fiction', 'Fantasy']",['anime'],ja,ワンピース カラクリ城のメカ巨兵,원피스 극장판 7기: 기계태엽성의 메카거병,All,27.394,['Japan'],2006-03-04,['日本語'],7.0,152
"['Thriller', 'Mystery']","['central intelligence agency (cia)', 'office', 'conspiracy', 'condor', 'christmas', 'political thriller']",en,Three Days of the Condor,코드 네임 콘돌,,28.688,['United States of America'],1975-09-24,"['English', 'Français']",7.298,1099
"['Animation', 'Family', 'Fantasy', 'Adventure', 'Comedy', 'Romance']","['peasant', 'hades', 'villain', 'musical', 'pegasus', 'zeus', 'ancient greece', 'aftercreditsstinger', 'olympus', 'hercules', 'worth', 'playful', 'hopeful']",en,Hercules,헤라클레스,All,103.419,['United States of America'],1997-06-13,"['English', 'Español', 'ελληνικά']",7.5,7125
"['Drama', 'Crime', 'Thriller']","['court case', 'jurors', 'proof', 'leukemia', 'lawyer', 'courtroom', 'legal thriller']",en,The Rainmaker,레인메이커,15,27.89,"['Germany', 'United States of America']",1997-11-18,['English'],7.016,1231
"['Adventure', 'Fantasy']","['witch', 'princess', 'monster', 'magic', 'winter', 'sword', 'hell', 'mythology', 'romance', 'snow', 'sorcerer', 'duel', 'electronic music score', 'devil', 'demon', 'evil', 'swashbuckler', 'warrior']",en,Legend,레전드,,49.936,"['United States of America', 'United Kingdom']",1985-08-28,"['English', 'Italiano']",6.209,1159
['Comedy'],"['lightning', 'sports', 'competition', 'underwear', 'golf', 'coming of age', 'class differences', 'explosion', 'country club', 'gopher']",en,Caddyshack,캐디쉑,,46.796,['United States of America'],1980-07-25,['English'],6.6,1112
"['Fantasy', 'Horror', 'Romance']","['based on novel or book', 'rock star', 'vampire', 'bite', 'queen', 'secret society', 'light', 'spontaneous combustion', 'fatal attraction', 'vampiress (female vampire)']",en,Queen of the Damned,퀸 오브 뱀파이어,,30.805,"['Australia', 'United States of America']",2002-02-10,['English'],6.078,1009
